ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0043207	response to external biotic stimulus	32	-0.706504500719104	-2.18988365154724	2.12690883345981e-07	7.12514459209035e-06	2.74259296946133e-06	41	tags=88%, list=39%, signal=77%	Cx3cr1/Axl/Apoe/Ifitm3/Csf1r/Vim/Tlr4/Ccl2/Nos2/C1qb/C1qc/Trem2/B2m/Capg/Fcgr2b/Itgax/H2-K1/Cd52/Lgals3/Ccl6/Cd74/Arg1/Clec7a/Cd68/Tnf/Cybb/Il1b/Lyz2
GO:0051707	response to other organism	32	-0.706504500719104	-2.18988365154724	2.12690883345981e-07	7.12514459209035e-06	2.74259296946133e-06	41	tags=88%, list=39%, signal=77%	Cx3cr1/Axl/Apoe/Ifitm3/Csf1r/Vim/Tlr4/Ccl2/Nos2/C1qb/C1qc/Trem2/B2m/Capg/Fcgr2b/Itgax/H2-K1/Cd52/Lgals3/Ccl6/Cd74/Arg1/Clec7a/Cd68/Tnf/Cybb/Il1b/Lyz2
GO:0009605	response to external stimulus	43	-0.697393440067822	-2.20552227500613	2.33913934618345e-07	7.23333859358267e-06	2.78423873594305e-06	46	tags=79%, list=44%, signal=75%	Anxa2/Cx3cr1/Axl/Lgals1/Apoe/Ifitm3/Csf1r/Vim/Spp1/Tlr4/Ccl2/Nos2/C1qb/C1qc/Fn1/Trem2/B2m/Capg/Fcgr2b/Ctss/Itgax/H2-K1/Cd52/Lgals3/Ccl6/Cst7/Cd74/Arg1/Clec7a/Cd68/Tnf/Cybb/Il1b/Lyz2
GO:0050789	regulation of biological process	72	-0.723134775795865	-2.26524612029073	2.89415573752427e-07	8.31036147489112e-06	3.19880370989525e-06	52	tags=65%, list=50%, signal=105%	Tmem119/Cd63/Tmsb4x/Ctsl/Anxa2/Cx3cr1/Ctsb/Axl/Mertk/Lgals1/Apoe/Ifitm3/Csf1r/Vim/Spp1/Tspo/Crip1/Apoc1/Tlr4/Ccl2/Nos2/C1qb/C1qc/Ctsz/Ctsd/Cd33/Fn1/Trem2/B2m/Capg/H2-D1/Fcgr2b/Ctss/Itgax/H2-K1/Lgals3/Ccl6/Cst7/Csf2/Cd74/Arg1/Clec7a/Cd68/Tnf/Cybb/Il1b/Gpnmb
GO:0006955	immune response	36	-0.701073107692438	-2.19043593723249	4.76353520271439e-07	1.27662743432746e-05	4.91396263016852e-06	46	tags=83%, list=44%, signal=71%	Cx3cr1/Axl/Lgals1/Apoe/Ifitm3/Csf1r/Vim/Tlr4/Ccl2/Nos2/C1qb/C1qc/Cd33/Trem2/B2m/Capg/H2-D1/Fcgr2b/Ctss/H2-K1/Lgals3/Ccl6/Cst7/Csf2/Cd74/Arg1/Cd68/Tnf/Cybb/Il1b
GO:0050794	regulation of cellular process	69	-0.673933035652216	-2.12496816351611	3.4915046094145e-06	8.77240533115393e-05	3.37665248410481e-05	52	tags=65%, list=50%, signal=96%	Tmem119/Cd63/Tmsb4x/Ctsl/Anxa2/Cx3cr1/Ctsb/Axl/Mertk/Lgals1/Apoe/Ifitm3/Csf1r/Vim/Spp1/Tspo/Crip1/Apoc1/Tlr4/Ccl2/Nos2/C1qc/Ctsz/Ctsd/Cd33/Fn1/Trem2/B2m/Capg/H2-D1/Fcgr2b/Ctss/Itgax/H2-K1/Lgals3/Ccl6/Cst7/Csf2/Cd74/Arg1/Clec7a/Tnf/Cybb/Il1b/Gpnmb
GO:0032879	regulation of localization	36	-0.664033620165468	-2.07470959758898	5.60966814998559e-06	0.000132652152723189	5.10601373404261e-05	51	tags=86%, list=49%, signal=67%	Cd63/Tmsb4x/Anxa2/Cx3cr1/Axl/Mertk/Apoe/Csf1r/Vim/Spp1/Tspo/Apoc1/Tlr4/Ccl2/Nos2/Ctsd/Cd33/Fn1/Trem2/B2m/Fcgr2b/Ctss/Itgax/Lgals3/Cd74/Arg1/Clec7a/Tnf/Cybb/Il1b/Gpnmb
GO:0002682	regulation of immune system process	31	-0.670871329602807	-2.07211616851723	6.42146451198847e-06	0.000143412707434409	5.52020633486728e-05	46	tags=84%, list=44%, signal=67%	Cx3cr1/Axl/Mertk/Lgals1/Apoe/Csf1r/Tlr4/Ccl2/C1qb/C1qc/Cd33/Fn1/Trem2/B2m/H2-D1/Fcgr2b/H2-K1/Lgals3/Cst7/Cd74/Arg1/Clec7a/Cd68/Tnf/Il1b/Gpnmb
GO:0098542	defense response to other organism	27	-0.674592326237783	-2.06223962814683	9.30507542160395e-06	0.000196875806288673	7.57809466468576e-05	46	tags=89%, list=44%, signal=67%	Cx3cr1/Axl/Apoe/Ifitm3/Csf1r/Vim/Tlr4/Ccl2/Nos2/C1qb/C1qc/Trem2/B2m/Capg/Itgax/H2-K1/Lgals3/Ccl6/Cd74/Arg1/Tnf/Cybb/Il1b/Lyz2
GO:0002449	lymphocyte mediated immunity	11	-0.808510638297872	-2.16547316898497	1.55467287719431e-05	0.000297608807920053	0.000114554843582738	30	tags=100%, list=29%, signal=80%	C1qc/Trem2/B2m/H2-D1/Fcgr2b/H2-K1/Cd74/Arg1/Tnf/Il1b
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	11	-0.808510638297872	-2.16547316898497	1.55467287719431e-05	0.000297608807920053	0.000114554843582738	30	tags=100%, list=29%, signal=80%	C1qc/Trem2/B2m/H2-D1/Fcgr2b/H2-K1/Cd74/Arg1/Tnf/Il1b
GO:0048519	negative regulation of biological process	55	-0.628653569862001	-2.01885171025533	1.75938870004328e-05	0.00032148829882609	0.000123746477945628	52	tags=71%, list=50%, signal=75%	Tmem119/Cd63/Tmsb4x/Ctsl/Anxa2/Cx3cr1/Ctsb/Axl/Mertk/Lgals1/Apoe/Ifitm3/Csf1r/Vim/Spp1/Tspo/Apoc1/Tlr4/Ccl2/Nos2/C1qc/Ctsz/Cd33/Fn1/Trem2/B2m/Capg/H2-D1/Fcgr2b/H2-K1/Lgals3/Cst7/Csf2/Cd74/Arg1/Cd68/Tnf/Il1b/Gpnmb
GO:0048518	positive regulation of biological process	57	-0.615782223683858	-1.98112462613212	3.02695927489169e-05	0.000507015678544359	0.000195159216407491	52	tags=68%, list=50%, signal=76%	Tmem119/Cd63/Tmsb4x/Anxa2/Cx3cr1/Axl/Mertk/Lgals1/Apoe/Csf1r/Vim/Spp1/Tspo/Tlr4/Ccl2/Nos2/C1qb/C1qc/Ctsz/Ctsd/Cd33/Fn1/Trem2/B2m/H2-D1/Fcgr2b/Ctss/Itgax/H2-K1/Lgals3/Ccl6/Cst7/Csf2/Cd74/Arg1/Clec7a/Tnf/Il1b/Gpnmb
GO:0051234	establishment of localization	34	-0.632503751825308	-1.97279566767217	2.91380527690153e-05	0.000507015678544359	0.000195159216407491	51	tags=82%, list=49%, signal=63%	Cd63/Ctsl/Anxa2/Axl/Mertk/Apoe/Ifitm3/Spp1/Tspo/Apoc1/Tlr4/Ccl2/Nos2/Ctsd/Cd33/Trem2/B2m/Fcgr2b/Ctss/Lgals3/Csf2/Cd74/Arg1/Clec7a/Cd68/Tnf/Cybb/Il1b
GO:0032501	multicellular organismal process	57	-0.611325191107096	-1.96678524338009	4.32823668106736e-05	0.000695980458315631	0.000267895070365011	52	tags=68%, list=50%, signal=76%	Tmem119/Cd63/Ctsl/Anxa2/Cx3cr1/Ctsb/Axl/Mertk/Lgals1/Apoe/Csf1r/Vim/Spp1/Tspo/Apoc1/Tlr4/Ccl2/Nos2/C1qc/Ctsz/Cd33/Fn1/Trem2/B2m/Capg/H2-D1/Fcgr2b/Ctss/Itgax/H2-K1/Lgals3/Cst7/Csf2/Cd74/Arg1/Clec7a/Tnf/Il1b/Gpnmb
GO:0002443	leukocyte mediated immunity	14	-0.748837971450837	-2.09018177102995	4.87881849171485e-05	0.000754340397565142	0.000290358833312584	33	tags=93%, list=31%, signal=73%	Tlr4/Ccl2/C1qb/C1qc/Trem2/B2m/H2-D1/Fcgr2b/H2-K1/Cd74/Arg1/Tnf/Il1b
GO:0002250	adaptive immune response	12	-0.758053629350853	-2.05448611655325	5.26707465872484e-05	0.000784208893632365	0.000301855740675459	30	tags=92%, list=29%, signal=74%	C1qb/C1qc/Trem2/B2m/H2-D1/Fcgr2b/H2-K1/Cd74/Arg1/Tnf/Il1b
GO:0050776	regulation of immune response	17	-0.701621387420454	-2.02389462621731	6.95348618646e-05	0.000998321945341757	0.000384271605041211	33	tags=82%, list=31%, signal=67%	Tlr4/C1qb/C1qc/Cd33/Trem2/B2m/H2-D1/Fcgr2b/H2-K1/Lgals3/Cd74/Arg1/Tnf/Il1b
GO:0051049	regulation of transport	25	-0.651919830815772	-1.98383461425033	8.52987950815032e-05	0.00118241778009532	0.000455133316768819	44	tags=84%, list=42%, signal=64%	Axl/Mertk/Apoe/Spp1/Tspo/Apoc1/Tlr4/Ccl2/Nos2/Cd33/Trem2/B2m/Fcgr2b/Ctss/Lgals3/Cd74/Arg1/Clec7a/Tnf/Cybb/Il1b
GO:0048523	negative regulation of cellular process	51	-0.591150030706359	-1.8957742550682	9.618616713156e-05	0.0012888946395629	0.000496118125204888	52	tags=71%, list=50%, signal=69%	Tmem119/Cd63/Tmsb4x/Ctsl/Anxa2/Cx3cr1/Ctsb/Axl/Mertk/Lgals1/Apoe/Ifitm3/Csf1r/Vim/Spp1/Tspo/Apoc1/Tlr4/Ccl2/C1qc/Ctsz/Fn1/Trem2/B2m/Capg/H2-D1/Fcgr2b/H2-K1/Lgals3/Cst7/Csf2/Cd74/Arg1/Tnf/Il1b/Gpnmb
GO:0006810	transport	32	-0.608855615869539	-1.88721085002053	0.000100105585914442	0.00129814340443889	0.000499678136822513	51	tags=81%, list=49%, signal=60%	Cd63/Ctsl/Anxa2/Axl/Mertk/Apoe/Ifitm3/Spp1/Tspo/Apoc1/Tlr4/Ccl2/Nos2/Cd33/Trem2/B2m/Fcgr2b/Ctss/Lgals3/Csf2/Cd74/Arg1/Clec7a/Tnf/Cybb/Il1b
GO:0048522	positive regulation of cellular process	54	-0.595605685048334	-1.91403715079403	0.000142846556176744	0.00179450986197034	0.000690738281512544	52	tags=69%, list=50%, signal=71%	Tmem119/Cd63/Tmsb4x/Anxa2/Cx3cr1/Axl/Mertk/Lgals1/Apoe/Csf1r/Vim/Spp1/Tspo/Tlr4/Ccl2/Nos2/Ctsz/Ctsd/Cd33/Fn1/Trem2/B2m/H2-D1/Fcgr2b/Ctss/Itgax/H2-K1/Lgals3/Ccl6/Cst7/Csf2/Cd74/Arg1/Clec7a/Tnf/Il1b/Gpnmb
GO:0050865	regulation of cell activation	21	-0.646041263084163	-1.91892004432356	0.000167290862628109	0.00197796843460294	0.000761354699886442	44	tags=86%, list=42%, signal=62%	Axl/Mertk/Lgals1/Apoe/Tlr4/Ccl2/Cd33/Fn1/Trem2/B2m/Fcgr2b/Lgals3/Cst7/Cd74/Arg1/Clec7a/Il1b/Gpnmb
GO:0051128	regulation of cellular component organization	27	-0.61946243514707	-1.89370666137452	0.000163434763667086	0.00197796843460294	0.000761354699886442	51	tags=89%, list=49%, signal=62%	Cd63/Tmsb4x/Ctsl/Anxa2/Axl/Lgals1/Apoe/Csf1r/Vim/Tspo/Apoc1/Tlr4/Ctsz/Fn1/Trem2/B2m/Capg/H2-D1/Fcgr2b/H2-K1/Lgals3/Csf2/Tnf/Il1b
GO:0001816	cytokine production	23	-0.644666499545772	-1.93919632287355	0.000193027526877316	0.00215547405013003	0.000829679720788465	46	tags=87%, list=44%, signal=63%	Cx3cr1/Axl/Mertk/Csf1r/Tspo/Tlr4/Ccl2/Nos2/Cd33/Fn1/Trem2/B2m/Fcgr2b/Csf2/Cd74/Arg1/Clec7a/Tnf/Il1b/Gpnmb
GO:0001817	regulation of cytokine production	23	-0.644666499545772	-1.93919632287355	0.000193027526877316	0.00215547405013003	0.000829679720788465	46	tags=87%, list=44%, signal=63%	Cx3cr1/Axl/Mertk/Csf1r/Tspo/Tlr4/Ccl2/Nos2/Cd33/Fn1/Trem2/B2m/Fcgr2b/Csf2/Cd74/Arg1/Clec7a/Tnf/Il1b/Gpnmb
GO:0002252	immune effector process	18	-0.672038002734123	-1.94717049352472	0.000207941617762325	0.00225925757676905	0.00086962781823789	33	tags=78%, list=31%, signal=64%	Tlr4/Ccl2/C1qb/C1qc/Trem2/B2m/H2-D1/Fcgr2b/H2-K1/Lgals3/Cd74/Arg1/Tnf/Il1b
GO:0050778	positive regulation of immune response	13	-0.706546627981433	-1.9532754741411	0.000234821592041382	0.00233605482859634	0.000899188425775497	33	tags=85%, list=31%, signal=66%	Tlr4/C1qb/C1qc/Trem2/B2m/H2-D1/H2-K1/Lgals3/Cd74/Tnf/Il1b
GO:0010629	negative regulation of gene expression	21	-0.638243521298056	-1.89575860887223	0.00022578334131021	0.00233605482859634	0.000899188425775497	46	tags=86%, list=44%, signal=60%	Cx3cr1/Axl/Mertk/Apoe/Vim/Tspo/Tlr4/Nos2/Ctsz/Cd33/Fn1/Trem2/Fcgr2b/Cst7/Arg1/Tnf/Il1b/Gpnmb
GO:0012501	programmed cell death	31	-0.607448669545528	-1.87622298668627	0.000238254348190174	0.00233605482859634	0.000899188425775497	46	tags=74%, list=44%, signal=59%	Cx3cr1/Axl/Mertk/Lgals1/Apoe/Csf1r/Spp1/Tspo/Crip1/Tlr4/Ccl2/Nos2/Ctsz/Ctsd/Fn1/Trem2/Fcgr2b/Lgals3/Csf2/Cd74/Clec7a/Tnf/Il1b
GO:0001775	cell activation	26	-0.611876061564156	-1.86623948764267	0.000231371288072153	0.00233605482859634	0.000899188425775497	46	tags=85%, list=44%, signal=63%	Ctsl/Cx3cr1/Axl/Mertk/Lgals1/Apoe/Tlr4/Ccl2/Cd33/Fn1/Trem2/B2m/Fcgr2b/Lgals3/Cst7/Csf2/Cd74/Arg1/Clec7a/Tnf/Il1b/Gpnmb
GO:0043067	regulation of programmed cell death	30	-0.594403957909666	-1.8359790722472	0.000252388790646168	0.00241572128189904	0.000929853439222725	46	tags=73%, list=44%, signal=58%	Cx3cr1/Axl/Mertk/Lgals1/Apoe/Csf1r/Spp1/Tspo/Tlr4/Ccl2/Nos2/Ctsz/Ctsd/Fn1/Trem2/Fcgr2b/Lgals3/Csf2/Cd74/Clec7a/Tnf/Il1b
GO:0002694	regulation of leukocyte activation	19	-0.663128306298461	-1.93779080914367	0.00027435894503006	0.00256493711400196	0.000987289226913557	44	tags=89%, list=42%, signal=63%	Axl/Mertk/Lgals1/Tlr4/Ccl2/Cd33/Fn1/Trem2/B2m/Fcgr2b/Lgals3/Cst7/Cd74/Arg1/Clec7a/Il1b/Gpnmb
GO:0045321	leukocyte activation	24	-0.62524428874079	-1.89280569796327	0.000288613960154576	0.00263688209050317	0.00101498210867758	49	tags=88%, list=47%, signal=60%	Ctsl/Cx3cr1/Axl/Mertk/Lgals1/Tlr4/Ccl2/Cd33/Fn1/Trem2/B2m/Fcgr2b/Lgals3/Cst7/Csf2/Cd74/Arg1/Clec7a/Tnf/Il1b/Gpnmb
GO:0051239	regulation of multicellular organismal process	42	-0.599069659916259	-1.88775616161867	0.000301491839902208	0.00269332710312639	0.00103670878282163	52	tags=76%, list=50%, signal=64%	Tmem119/Cd63/Anxa2/Cx3cr1/Axl/Mertk/Apoe/Csf1r/Vim/Spp1/Tspo/Apoc1/Tlr4/Ccl2/Nos2/C1qc/Cd33/Fn1/Trem2/B2m/Fcgr2b/Ctss/Itgax/Lgals3/Cst7/Csf2/Cd74/Arg1/Clec7a/Tnf/Il1b/Gpnmb
GO:0002697	regulation of immune effector process	14	-0.703292055676091	-1.96305247667433	0.000317386192158432	0.00276997215432741	0.00106621080567198	33	tags=86%, list=31%, signal=68%	Tlr4/Ccl2/Trem2/B2m/H2-D1/Fcgr2b/H2-K1/Lgals3/Cd74/Arg1/Tnf/Il1b
GO:0048584	positive regulation of response to stimulus	34	-0.585744557723316	-1.82695252400378	0.000323852465804449	0.00276997215432741	0.00106621080567198	46	tags=71%, list=44%, signal=59%	Cx3cr1/Axl/Lgals1/Apoe/Csf1r/Tlr4/Ccl2/C1qb/C1qc/Fn1/Trem2/B2m/H2-D1/Fcgr2b/Ctss/H2-K1/Lgals3/Ccl6/Cd74/Arg1/Clec7a/Tnf/Il1b/Gpnmb
GO:0002181	cytoplasmic translation	16	0.531306827360392	2.35455711898137	0.000421549315494401	0.00345842499650509	0.00133120836471916	48	tags=94%, list=46%, signal=60%	Eef2/Rpl38/Rpl9/Rpl31/Rps29/Rpl17/Rpl36/Rplp1/Rpsa/Rps23/Rpl41/Rplp2/Rpl18a/Rps28/Rpl32
GO:0045087	innate immune response	22	-0.611874713103774	-1.83201386065802	0.000415320162317531	0.00345842499650509	0.00133120836471916	46	tags=86%, list=44%, signal=61%	Cx3cr1/Axl/Apoe/Ifitm3/Csf1r/Vim/Tlr4/Ccl2/Nos2/C1qb/C1qc/Trem2/B2m/Capg/Lgals3/Ccl6/Cd74/Arg1/Cybb
GO:0071345	cellular response to cytokine stimulus	22	-0.608078616690375	-1.82064796973819	0.000485758949636384	0.00368443580667597	0.0014182038847378	47	tags=86%, list=45%, signal=60%	Rplp0/Cx3cr1/Axl/Ifitm3/Csf1r/Vim/Spp1/Tlr4/Ccl2/Nos2/Fn1/Trem2/Capg/Ccl6/Csf2/Cd74/Arg1/Tnf/Il1b
GO:0008219	cell death	36	-0.581883525967544	-1.8180394777345	0.000466253654843189	0.00368443580667597	0.0014182038847378	46	tags=69%, list=44%, signal=59%	Cx3cr1/Ctsb/Axl/Mertk/Lgals1/Apoe/Csf1r/Spp1/Tspo/Crip1/Tlr4/Ccl2/Nos2/Ctsz/Ctsd/Fn1/Trem2/Fcgr2b/Lgals3/Csf2/Cd74/Clec7a/Tnf/Il1b/Gpnmb
GO:0032502	developmental process	51	-0.559733732527179	-1.7950245194952	0.000475965422425973	0.00368443580667597	0.0014182038847378	52	tags=69%, list=50%, signal=67%	Tmem119/Cd63/Tmsb4x/Ctsl/Anxa2/Cx3cr1/Ctsb/Axl/Mertk/Lgals1/Apoe/Csf1r/Vim/Spp1/Tspo/Tlr4/Ccl2/C1qb/C1qc/Ctsz/Fn1/Trem2/B2m/Capg/H2-D1/Fcgr2b/Itgax/H2-K1/Lgals3/Cst7/Csf2/Cd74/Cd68/Tnf/Il1b
GO:0048856	anatomical structure development	49	-0.558155753480385	-1.78785369224421	0.000483744245655606	0.00368443580667597	0.0014182038847378	52	tags=69%, list=50%, signal=66%	Tmem119/Cd63/Tmsb4x/Ctsl/Anxa2/Cx3cr1/Ctsb/Axl/Mertk/Lgals1/Apoe/Csf1r/Vim/Spp1/Tspo/Tlr4/Ccl2/C1qb/C1qc/Ctsz/Fn1/Trem2/B2m/Capg/H2-D1/Fcgr2b/Itgax/H2-K1/Lgals3/Cst7/Csf2/Cd74/Tnf/Il1b
GO:0006915	apoptotic process	29	-0.603692451470696	-1.85713968855161	0.000496953753888541	0.00369954461228136	0.00142401952868646	46	tags=76%, list=44%, signal=59%	Cx3cr1/Axl/Mertk/Lgals1/Apoe/Csf1r/Spp1/Tspo/Crip1/Tlr4/Ccl2/Nos2/Ctsz/Ctsd/Fn1/Trem2/Fcgr2b/Lgals3/Csf2/Cd74/Tnf/Il1b
GO:0007399	nervous system development	29	-0.601460113958257	-1.85027234644307	0.000534108130720646	0.00390384488272181	0.00150265828164469	48	tags=79%, list=46%, signal=59%	Anxa2/Cx3cr1/Axl/Mertk/Lgals1/Apoe/Csf1r/Vim/Tspo/Tlr4/Ccl2/Ctsz/Fn1/Trem2/B2m/Capg/H2-D1/Fcgr2b/Itgax/H2-K1/Cst7/Tnf/Il1b
GO:0051716	cellular response to stimulus	48	-0.555840642414714	-1.77987549075342	0.000574152331483145	0.00412159352243258	0.00158647354751922	48	tags=65%, list=46%, signal=65%	Anxa2/Rplp0/Cx3cr1/Axl/Mertk/Apoe/Ifitm3/Csf1r/Vim/Spp1/Crip1/Tlr4/Ccl2/Nos2/Cd33/Fn1/Trem2/B2m/Capg/Fcgr2b/Itgax/Lgals3/Ccl6/Csf2/Cd74/Arg1/Clec7a/Cd68/Tnf/Il1b/Gpnmb
GO:0002699	positive regulation of immune effector process	11	-0.723647785581839	-1.93818088376907	0.000651255253971266	0.00451387262235257	0.00173746864489612	33	tags=91%, list=31%, signal=70%	Tlr4/Ccl2/Trem2/B2m/H2-D1/H2-K1/Cd74/Arg1/Tnf/Il1b
GO:0065009	regulation of molecular function	29	-0.597922577492989	-1.83938981949852	0.000645571608693452	0.00451387262235257	0.00173746864489612	48	tags=79%, list=46%, signal=59%	Anxa2/Cx3cr1/Ctsb/Axl/Mertk/Apoe/Csf1r/Apoc1/Tlr4/Ccl2/Nos2/Ctsz/Ctsd/Cd33/Trem2/B2m/Fcgr2b/Ctss/Ccl6/Cst7/Cd74/Tnf/Il1b
GO:0060255	regulation of macromolecule metabolic process	45	-0.560377156937906	-1.78285559170622	0.000743977882902365	0.00506913743943646	0.00195119979994019	50	tags=71%, list=48%, signal=65%	Tmem119/Tmsb4x/Anxa2/Cx3cr1/Ctsb/Axl/Mertk/Apoe/Csf1r/Vim/Spp1/Tspo/Crip1/Tlr4/Ccl2/Nos2/Ctsz/Ctsd/Cd33/Fn1/Trem2/B2m/Fcgr2b/Itgax/Cst7/Csf2/Cd74/Arg1/Clec7a/Tnf/Il1b/Gpnmb
GO:0002703	regulation of leukocyte mediated immunity	11	-0.712430182367803	-1.90813623422499	0.00100464374442217	0.00641058389297953	0.00246754603893163	33	tags=91%, list=31%, signal=70%	Tlr4/Ccl2/Trem2/B2m/H2-D1/Fcgr2b/H2-K1/Arg1/Tnf/Il1b
